(Jazz),-
Jazz(1)ID,https://streaming.classynetradio.com:80,,
Jazz(2)UK,http://uk3.internet-radio.com:11168,,
Jazz(3)JP,http://kathy.torontocast.com:3330,,
(Chill),-
Chill(1)UK,http://uk1.internet-radio.com:15254,,
Chill(2)UK,http://stream2.hippynet.co.uk:8160/index.html?sid=1,,
Chill(3)JP,http://kathy.torontocast.com:1870,,
(NCS),-
NCS(YT),https://www.youtube.com/watch?v=oWW5TLrrbNo,,
(Phonk),-
Phonk(CA),http://stream.zeno.fm/71ntub27u18uv,,
(Anime),-
Anime(1)DE,http://cast.animu.com.br:9079/index.html?sid=1,,
Anime(2)US,http://stm16.painelcast.com:6728/index.html?sid=1,,
(Lofi Girl),-
LofiGirl(relax/study),https://www.youtube.com/watch?v=jfKfPfyJRdk
LofiGirl(focus/study.piano),https://www.youtube.com/watch?v=vMxYL4Cj85Y
LofiGirl(sleep/chill),https://www.youtube.com/watch?v=rUxyKA_-grg
Synthwave(chill/game),https://www.youtube.com/watch?v=4xDzrJKXOOY
DarkAmbient(escape/dream),https://www.youtube.com/watch?v=S_MOd40zlYU

